Time,lat,long,speed,ctr,CO2,TVOCi,NOxi,PC 0.03,PC 0.05,PC 1.0,PC 2.5,correctedPM 2.5,temp,humidity
09:58:05,33.01821062,-117.27613614,2.01999998092651,64,438.67,99,1,177.5,155.3,31,1,0,18,60
09:58:07,33.01825779,-117.27614117,3.44000005722046,65,438.33,99,1,165.8,141.3,29.7,0.3,0,18,60
09:58:10,33.01834347,-117.27624298,3.19000005722046,66,438.33,99,1,158.5,133.2,30.8,0.7,0,18,60
09:58:13,33.0184507,-117.27623676,2.73000001907349,67,438,99.1,1,144.3,120.2,35.2,2,0,18,61
09:58:17,33.01857088,-117.27639636,3.22000002861023,68,438,99.9,1,139.7,118.3,37.7,2.7,0,18,61
09:58:19,33.0186171,-117.27641877,3.41000008583069,69,437.67,101.6,1,137.2,118.2,40.8,4.7,0,18,61
09:58:22,33.01873091,-117.27638222,4.44000005722046,70,437.67,103.6,1,133.8,115.3,38,4.7,0,18,61
09:58:26,33.0188518,-117.27656476,2.75999999046326,71,437.33,105.6,1,140.3,117.7,36,5.7,0,18,61
09:58:29,33.01901855,-117.27672215,3.48000001907349,72,437,107,1,142.7,118.7,36.3,6,0,18,61
09:58:32,33.01912099,-117.27675042,4.82000017166138,73,437,107.6,1,153.5,128,39.8,6,2.2,18,61
09:58:35,33.0192681,-117.27685765,4.75,74,437,107.8,1,159.5,132.5,44.3,6.7,2.2,18,61
09:58:37,33.01935963,-117.2768536,4.46000003814697,75,437,107.6,1,158.2,129.8,43.3,7,2.2,18,61
09:58:41,33.01949395,-117.27701064,3.84999990463257,76,436.67,107,1,159.2,129,42.5,7.3,2.2,18,61
09:58:44,33.01964817,-117.27713947,4.21000003814697,77,436.33,106.2,1,150.8,121.5,36.5,7.3,2.4,18,61
09:58:47,33.01979005,-117.27708197,3.35999989509583,78,436.33,105.5,1,146.5,119.7,32.3,7,2.5,18,61
09:58:49,33.01980337,-117.27696872,2.07999992370605,79,436,104.8,1,143.2,120.7,29.3,6,2.7,18,60
09:58:52,33.01980976,-117.27693837,2.52999997138977,80,436,104.4,1,141.2,120.8,27.3,5.7,2.8,18,60
09:58:55,33.01979273,-117.27680041,2.46000003814697,81,435.67,104.2,1,151.2,131.5,27,5,2.7,18,60
09:58:59,33.01992001,-117.27674518,1.89999997615814,82,435.67,104,1,155.5,134.8,28.3,5,2.6,18,60
09:59:06,33.0199355,-117.27660301,1.75,84,435,104,1,164.2,144.2,38,7.7,2.3,18,60
09:59:09,33.02005271,-117.27643251,1.72000002861023,85,435,104,1,168.2,149.8,44.7,10,2.4,18,60
09:59:17,33.02005615,-117.27637633,2.21000003814697,88,436,104,1,169.2,144.8,34.5,6,2.6,18,60
09:59:21,33.02018229,-117.27631676,2.11999988555908,89,437,104.1,1,163.5,132.2,29.8,3,2.5,18,60
09:59:32,33.02010725,-117.27602672,3.08999991416931,93,441.67,104.5,1,140.2,119,23.2,5.7,0,19,60
09:59:34,33.02026855,-117.27616425,2.29999995231628,94,441.67,104.2,1,131.2,112.2,20.3,5,0,19,60
09:59:42,33.02045357,-117.27622314,2.25999999046326,96,443.33,104,1,126,108.7,20,1.7,0,19,60
09:59:48,33.02056595,-117.27631703,1.95000004768372,98,444.67,103.8,1,132.7,118.7,22.3,0.7,0,19,60
09:59:50,33.0206055,-117.27635143,2.51999998092651,99,446,103.5,1,131.3,120,23.7,1.7,0,19,59
09:59:54,33.02074399,-117.27642012,2.21000003814697,100,446.67,103.2,1,134.2,122.8,25,2.7,0,19,59
09:59:56,33.02082449,-117.27647974,2.61999988555908,101,446.67,103,1,140.7,127.3,26.7,3.7,0,19,59
10:00:00,33.0208796,-117.27657116,3.09999990463257,102,446.67,103,1,143.3,128.7,27.7,4,0,19,59
10:00:09,33.02107055,-117.27662489,2.42000007629395,105,446,103,1,139.5,120.2,30.3,1,0,19,59
10:00:14,33.02108789,-117.27673053,0.709999978542328,107,446,102.6,1,157.5,136.7,33,2,0,19,58
10:00:21,33.02130324,-117.27683985,2,109,445.33,102.2,1,177.5,157.7,29.3,5.3,0,19,58
10:00:25,33.02141338,-117.27693462,3.04999995231628,111,445.33,102.7,1,146.7,130.2,19.7,5,2.4,19,58
10:00:30,33.021596,-117.27700345,2.69000005722046,112,445.67,103.4,1,139.5,121.8,19.3,4.7,2.4,19,58
10:00:38,33.02162997,-117.27706367,0.97000002861023,115,446,109.2,1,133.8,113.5,21.7,1.7,2.5,19,58
10:00:44,33.02176157,-117.27704452,1.75999999046326,117,446.67,112.4,1,117.8,106,16.3,1,2.5,19,58
10:00:50,33.02177046,-117.2768988,2.05999994277954,119,446.33,113,1,98.7,91.3,11.7,2.3,0,19,58
10:00:56,33.02179535,-117.27677739,2.41000008583069,121,445,113,1,102.2,91.8,13.3,2.7,0,19,58
10:01:02,33.02195321,-117.27666189,2.17000007629395,123,444.67,113.4,1,117.7,100.7,24.7,3.3,0,19,58
10:01:08,33.02189983,-117.27654737,2.10999989509583,125,444.67,114.2,1,142.8,118.2,37.7,4.7,0,19,58
10:01:14,33.022073,-117.27642653,2.23000001907349,127,445,114.3,1,159.5,133.2,40.3,6,0,19,58
10:01:21,33.0222378,-117.27623555,2.90000009536743,129,445,114,1,143.7,121,37.3,6.7,0,19,58
10:01:25,33.02217853,-117.27606986,3.59999990463257,131,445.33,113.5,1,133.5,110.8,35.3,6,2.4,19,58
10:01:35,33.02268092,-117.27632656,4.6100001335144,134,446.67,112.2,1,148,126.3,34.3,6.7,2.7,19,58
10:01:40,33.02283888,-117.27648322,3.77999997138977,136,448.67,110.7,1,164.3,145,34.3,7,2.6,19,58
10:01:42,33.02289304,-117.27644111,3.38000011444092,136,448.67,110.7,1,164.3,145,34.3,7,2.6,19,58
10:01:46,33.0230266,-117.27652393,4.11999988555908,138,449.33,109.4,1,154.7,135.7,26.3,3.7,2.4,19,58
10:01:49,33.02308467,-117.27662791,2.05999994277954,139,449,109.2,1,141.2,124.5,23,2.7,0,20,58
10:01:52,33.02321559,-117.27661127,3.78999996185303,140,448.67,109,1,136.5,120.5,22.3,3,0,20,57
10:01:59,33.02344839,-117.27687852,3.76999998092651,142,448.33,109,1,155.2,135.8,27.7,6.3,0,20,57
10:02:06,33.02374042,-117.2770802,4.40000009536743,144,448,108.8,1,166,142.3,24.3,5.3,0,20,57
10:02:11,33.02379834,-117.27695922,2.59999990463257,146,447.33,108.2,1,141.5,117,14.7,2.3,0,20,57
10:02:18,33.02396601,-117.27681571,3.47000002861023,148,444,108,1,134.7,113.2,14,1.7,0,20,57
10:02:23,33.0241111,-117.27651385,5.34000015258789,150,442,108,1,132.5,112.8,15.7,1,0,20,57
10:02:29,33.0243069,-117.27645343,6.1100001335144,152,438.33,108,1,123,99,17.3,1.3,0,20,57
10:02:35,33.02457795,-117.27670917,3.92000007629395,154,437,108,1,117,97.7,18.7,2,0,20,57
10:02:44,33.02488222,-117.27688093,4.1100001335144,157,435.67,107.2,1,104.5,86,24.7,3,0,20,56
10:02:50,33.02517019,-117.27709573,3.98000001907349,159,435,107,1,124.8,95.8,23.3,3.3,0,20,56
10:02:56,33.02538212,-117.27725007,5.07999992370606,161,432.67,107,1,136.3,105.5,17.3,3.7,0,20,56
10:03:03,33.02568304,-117.27733489,3.1800000667572,163,431,107,1,121,100,13.7,2,0,20,56
10:03:09,33.0258229,-117.27714453,3.44000005722046,165,428.67,106.9,1,108.7,96.7,13.3,1.3,0,20,56
10:03:14,33.02580861,-117.27693143,2.91000008583069,167,428,106.4,1,100.8,88.3,10,1.3,0,20,56
10:03:20,33.02585455,-117.27662695,1.79999995231628,169,426.67,106.1,1,102.5,83.5,7.7,0.3,0,20,56
10:03:33,33.02606581,-117.27616687,5.76000022888184,173,427,107,1,112.8,97.3,14,0,0,20,56
10:03:38,33.02602899,-117.27594112,3.45000004768372,175,427,107,1,125,108.7,16.3,0,0,20,56
10:03:44,33.02599776,-117.27605329,0.270000010728836,177,427,106.6,1,124.8,105.5,19,2,0,20,56
10:03:51,33.02611973,-117.27606119,0.319999992847443,179,427,105.9,1,116.7,100.7,21.7,3.3,0,20,55
10:03:57,33.02601309,-117.27603818,0,181,427.67,105.2,1,111.2,97.2,22.3,1.3,0,20,54
10:03:59,33.0260892,-117.27603379,0.200000002980232,182,427.67,104.8,1,106.8,91.2,20.7,0.7,0,20,54
10:04:03,33.0259416,-117.27603619,0.389999985694885,183,428,104.4,1,97.7,78,17.7,0,0,20,54
10:04:05,33.02593146,-117.27602571,0,184,428,104.2,1,91.3,69.3,17,0.3,0,20,53
10:04:09,33.02595593,-117.27607389,0.300000011920929,185,428,104,1,85.7,62.3,19.3,2.3,0,20,53
10:04:12,33.02597188,-117.27606145,0.649999976158142,186,428,104,1,84.5,62.2,21.3,3.3,0,20,53
10:04:14,33.02601679,-117.27607871,0.379999995231628,187,428,104,1,84.3,66.3,23.7,5,0,20,53
10:04:17,33.02608491,-117.27604663,0.430000007152557,188,427.67,104,1,85.3,70.3,23,5,0,20,53
10:04:21,33.02602932,-117.27604504,0.310000002384186,189,427.67,104.2,1,85,73.7,20.3,3,0,20,53
10:04:27,33.02599235,-117.27603876,0,191,427.33,105.2,1,82.7,74.7,16.3,0.3,0,20,53
10:04:33,33.02610037,-117.27600031,1.27999997138977,193,427,107.7,1,82.3,71.7,14.3,0,0,20,53
10:04:41,33.02598086,-117.27561267,6.23000001907349,196,426.33,115.2,1,81.3,65.7,14.3,0,0,21,54
10:04:47,33.02540354,-117.27520561,9.30000019073486,198,426,119.2,1,82.7,59.3,10,0,0,21,54
10:04:54,33.02497439,-117.27480312,11.8599996566772,200,425.67,117.7,1,95.3,71,9.7,0.3,0,21,54
10:04:59,33.02443475,-117.274453,13.1700000762939,202,425.67,113.8,1,108.8,97.2,22.3,3.3,0,21,54
10:05:08,33.02343215,-117.27407715,10.9300003051758,205,426,111,1,107.3,95.7,27.3,4,0,21,53
10:05:14,33.02280525,-117.27400282,10.6899995803833,207,426,110.3,1,114.5,103.2,24,4.7,0,21,53
10:05:20,33.02227398,-117.2738376,10.1099996566772,209,425.67,109.2,1,162.8,147.8,33.7,10.3,0,21,53
10:05:26,33.02167869,-117.27380434,10,211,425,107.5,1,183.2,163.8,40.3,14.3,0,21,54
10:05:35,33.02081539,-117.27369952,10.1000003814697,214,424,104,1,170.7,135.7,43.3,14,2.7,21,54
10:05:41,33.0202313,-117.27355102,10.9499998092651,216,424,101,1,172.2,138.5,39,7.3,2.8,21,54
10:05:51,33.01944057,-117.27339918,6.76999998092651,219,424.33,93.5,1,130.7,110.7,24.7,2,3.1,21,53
10:05:56,33.01940272,-117.27378481,5.73999977111816,221,424,87.9,1,103.7,86,16,0.7,2.8,21,53
10:06:00,33.01944581,-117.27401056,6.46000003814697,222,424,85.8,1,102.7,85.7,14.7,0.3,2.7,21,53
10:06:09,33.01914622,-117.27432391,6.8600001335144,225,424,84.3,1,122.5,105.2,16,0,0,21,53
10:06:15,33.01874747,-117.27435803,8.03999996185303,227,424,86.4,1,135.8,115.2,17.7,0.7,0,21,54
10:06:21,33.01825829,-117.27434356,9.06999969482422,229,424,87.8,1,149,127,21.3,2.7,0,21,55
10:06:24,33.01797907,-117.27435417,9.88000011444092,230,424,88.2,1,148.5,127.2,21.7,3.7,0,21,55
10:06:27,33.01772467,-117.27430309,9.38000011444092,231,424,88.4,1,137.7,117.7,23,4.3,0,21,55
10:06:35,33.01697602,-117.27420149,9.77000045776367,234,424,89,1,117,101.3,28.3,6,0,21,55
10:06:41,33.01648534,-117.27417739,9,236,424,89,1,141,124.3,32.7,6,0,21,55
10:06:50,33.0157394,-117.27408189,8.5,239,424.33,89.7,1,166.8,133.8,20,1.3,0,21,55
10:06:57,33.01525709,-117.27388306,7.57000017166138,241,424.67,90,1,165.5,131.8,27.3,3.3,0,21,55
10:07:02,33.01492329,-117.27370703,7.21000003814697,243,424.67,90,1,165.5,134.2,28.7,5,0,21,55
10:07:11,33.01436646,-117.2734698,5.53999996185303,246,425,90,1,181.2,147.2,23.3,3,0,21,55
10:07:18,33.01393243,-117.27322944,5.11999988555908,248,425.33,90,1,173.7,142,25.3,2.3,0,21,55
10:07:21,33.01378746,-117.27326229,4.5,249,425.67,90,1,167.3,141.7,30,2.3,0,21,55
10:07:24,33.01380304,-117.27326343,2.98000001907349,250,425.67,90,1,161.7,139.3,30.7,1.7,0,21,55
10:07:28,33.0138241,-117.27319308,1.30999994277954,251,426,90,1,153.5,136.8,32,1.3,0,21,55
10:07:32,33.01377901,-117.27295068,1.71000003814697,253,426,90,1,149.3,130.7,25.7,1.3,0,20,55
10:07:34,33.01377562,-117.27292995,0.330000013113022,254,426,90,1,152,131,23.3,1.7,0,20,55
10:07:38,33.01368242,-117.27291307,0.469999998807907,255,426.33,90,1,165.3,142,23.7,3,0,20,56
10:07:41,33.01358307,-117.2729406,1.72000002861023,256,426.67,90,1,175,150.3,26,3.7,0,20,56
10:07:47,33.01353001,-117.27305866,1.82000005245209,258,427,90,1,172.3,149.2,29,5,0,20,56
10:07:54,33.01343769,-117.27296066,1.57000005245209,260,427.33,90.1,1,146.8,124.3,22,2.7,0,20,56
10:08:00,33.01324822,-117.27302479,1.66999995708466,262,427.67,90.6,1,123.8,104.5,16,1,0,20,56
10:08:06,33.0132717,-117.27323183,2.53999996185303,264,428.33,91,1,112.3,96,17.3,1.7,0,20,56
10:08:12,33.01329073,-117.27356636,4.1100001335144,266,428.67,91.4,1,122.7,105,20.7,1,0,20,57
10:08:14,33.01331836,-117.27358906,4.07999992370606,267,429,91.7,1,132.8,113.8,22.7,0.3,0,20,57
10:08:23,33.01348177,-117.2739375,1.6599999666214,270,429.33,92,1,137.2,108.3,22,0,0,20,56
10:08:30,33.01341156,-117.27401685,0.370000004768372,272,429.67,92,1,130.5,100.3,17,0.7,0,20,56
10:08:36,33.01340117,-117.27414383,0.150000005960464,274,429.67,92.4,1,132.8,113.5,16.3,1.7,0,20,57
10:08:42,33.01339949,-117.27377489,0.430000007152557,276,430,92.9,1,148.8,131,24.5,3,0,20,57
10:08:49,33.01346401,-117.27387008,0,278,430.33,93.4,1,167.2,138.5,32,4.7,0,20,58
10:08:53,33.0134596,-117.27386023,0,280,431,94.8,1,159.8,129.5,22.8,4,0,20,58
10:08:57,33.01347827,-117.27390625,0.540000021457672,281,431.33,95.8,1,147.7,119.3,18.2,3.7,0,20,58
10:09:03,33.01338968,-117.27381197,0.209999993443489,283,432,98.4,1,129.7,103.2,15.3,3.7,0,20,59
10:09:09,33.01336282,-117.27382412,0,285,434.67,100.8,1,122.7,99.5,15.3,1.7,0,20,59
10:09:18,33.01346109,-117.27385875,0.400000005960465,288,436.33,103.8,1,140.8,117,20,0,0,20,59
10:09:25,33.01343394,-117.27408067,0.850000023841858,290,436.67,105.8,1,133.5,108.5,21,0,0,20,59
10:09:28,33.01338275,-117.27394044,0.400000005960465,291,437.67,106.6,1,123.2,98.8,19.7,0,0,20,59
10:09:31,33.01346,-117.27401215,0,292,439,107.4,1,119.8,96.2,19,0,0,20,59
10:09:34,33.01345835,-117.27400814,0.889999985694885,293,441,108.1,1,118.5,97.2,16.7,0.3,0,20,59
10:09:38,33.01345154,-117.27395306,0,295,442.67,109.4,1,123.2,102.5,16.3,1.3,0,20,59
10:09:42,33.01343987,-117.27393205,0.28999999165535,296,444.33,109.9,1,121.3,101.3,17.3,1.7,0,20,59
10:09:48,33.01339228,-117.27374467,0,298,445.33,110.3,1,112.8,93.5,19,1.3,0,20,59
10:09:51,33.01340987,-117.27403396,0,299,446.33,110.2,1,112.2,95.2,20.3,1.3,0,20,59
10:09:56,33.01339861,-117.27394661,0.550000011920929,301,447.33,109.1,1,114.5,100.8,19.3,1.7,0,20,59
10:09:59,33.01337231,-117.2737848,0.709999978542328,302,447.33,108.6,1,110.8,97.2,17.3,1.3,0,20,59
10:10:02,33.01338116,-117.27388309,0.340000003576279,303,447.67,108.2,1,104.3,89,14.3,1.3,0,20,59
10:10:05,33.01338675,-117.27388528,0.5,304,448,107.8,1,104.5,87.5,13.3,1.3,0,20,59
10:10:08,33.01339131,-117.27389975,1.17999994754791,305,448,107.6,1,114.3,93,13.3,1.7,0,20,59
10:10:11,33.01337846,-117.27389089,0.46000000834465,306,448,107.3,1,119.5,97.2,14,1.7,0,20,59
10:10:21,33.01337106,-117.27387447,0,309,446,106.5,1,125,102,9.3,0.3,0,20,58
10:10:27,33.01336997,-117.27387215,2.25,311,445.33,105.4,1,131.8,111.7,10.3,2,0,20,58
10:10:33,33.01335128,-117.2736086,2.97000002861023,313,443.67,104.2,1,134.2,112.8,12.3,5.3,0,20,58
10:10:38,33.01332318,-117.27342142,5.38000011444092,315,443,102.8,1,122.8,102.2,15.7,8,0,20,58
10:10:48,33.01363992,-117.27320845,3.36999988555908,318,442,101.2,1,148.3,121.7,25,6,0,20,58
10:10:53,33.01361376,-117.27294373,4.01000022888184,320,440.67,100.3,1,178.3,145.7,32,2.7,0,20,57
10:10:59,33.01355837,-117.27258321,6.09999990463257,322,440.33,99.4,1,178.8,153.5,35.5,0.7,0,20,57
10:11:05,33.01356454,-117.27209134,6.30999994277954,324,440.33,99,1,164,144.8,30.3,1,0,20,57
10:11:14,33.0133297,-117.27153788,6.01999998092651,327,440.67,99,1,184,151.5,45,5.7,2.5,20,57
10:11:21,33.01298172,-117.27104454,5.40999984741211,329,440.33,99,1,176,144,41.3,4.3,2.9,20,57
10:11:27,33.01256203,-117.27074925,6.23999977111816,331,440,99,1,157.8,131.8,30.7,2.7,3.2,20,57
10:11:33,33.01217973,-117.27049808,6.3600001335144,333,440,99,1,148.2,119.7,25.7,4,2.8,20,57
10:11:39,33.01184725,-117.27035754,6.48999977111816,335,440,99,1,149.7,114.8,20.3,4.7,2.6,20,57
10:11:43,33.01161211,-117.2703024,6.1399998664856,336,440,99,1,158.3,122.7,19,4,2.7,20,57
10:11:45,33.01146196,-117.27026024,6.51000022888184,337,440,99,1,169.7,135.8,18.3,3,2.8,20,57
10:11:50,33.01113018,-117.27011162,7.32000017166138,339,440,99,1,183.7,153.3,26.3,4.3,2.5,20,57
10:11:56,33.01082806,-117.26998062,6.48999977111816,341,439.67,99,1,158.7,134.8,35,7.3,0,20,57
10:12:06,33.01033185,-117.26958788,6.55999994277954,344,439,98.6,1,129.5,104.2,31.7,4.7,0,20,57
10:12:11,33.01013741,-117.26930991,6.71999979019165,346,439,98.1,1,132.2,104.5,22.3,1,0,20,57
10:12:14,33.0101554,-117.26919737,6.73000001907349,347,439,98,1,135.3,112.7,22,1.3,0,20,57
10:12:23,33.00979058,-117.26851919,6.73000001907349,350,439,98,1,130.7,113.7,23.7,4.7,0,20,57
10:12:29,33.00975453,-117.26810964,7.25,352,438.67,98,1,146.2,121.2,24,3,0,20,57
10:12:36,33.00972971,-117.26756182,6.76999998092651,354,438.33,98,1,173,145.7,29,1,0,20,57
10:12:41,33.00972367,-117.26710644,6.80000019073486,356,438.67,98,1,174,147,27.3,2.3,0,20,58
10:12:50,33.00981056,-117.26654802,5.57000017166138,359,439,98,1,153,125.7,26.3,2,0,20,57
10:13:00,33.01005117,-117.26588503,6.46000003814697,362,439.33,98,1,163.7,133,22,2.7,0,20,57
10:13:05,33.01015804,-117.26555894,6.69000005722046,364,439.67,98,1,196.5,159.3,30.8,4,0,20,57
10:13:12,33.0101982,-117.26522295,6.03999996185303,366,439.33,98,1,198.3,162.5,36.2,3.3,2.4,20,57
10:13:28,33.00974062,-117.26460857,2.16000008583069,371,440,98,1,178.7,152.7,39,7,2.8,20,57
10:13:38,33.01006961,-117.26476873,0,375,440.67,98,1,166.8,140,28,4.7,2.8,20,56
10:13:42,33.00997872,-117.26471218,0,376,440,98,1,164.5,138.2,28,4.7,2.7,20,56
10:13:45,33.00996166,-117.26467307,0,377,439,98,1,158,133.7,25.7,5.3,2.6,20,56
10:13:51,33.01000053,-117.26463056,0,379,438.67,97.9,1,143.7,123,20,5.3,0,20,57
10:13:57,33.01001205,-117.26463638,0,381,438.67,97.4,1,153,135,17.3,2.3,0,20,57
10:14:03,33.0100138,-117.26463336,0,383,438.67,97,1,156.5,140.5,18.7,0.3,0,20,57
10:14:07,33.01002031,-117.26462704,0,384,439,96.8,1,152.7,136,19,0.7,0,20,57
10:14:10,33.010035,-117.26462508,0,385,439.33,96.5,1,139.3,119.3,19.3,1.3,0,20,57
10:14:14,33.01003541,-117.26462593,0,387,439.67,95.9,1,155.8,127.8,25.7,2,0,20,57
10:14:17,33.01004472,-117.26457099,1.13999998569489,388,440,95.7,1,165.3,136.3,29,2,0,20,57
10:14:21,33.0099823,-117.26444631,3.59999990463257,389,440.33,95.4,1,176.5,147.8,32.7,2,0,19,57
10:14:33,33.00949928,-117.26407866,5.03000020980835,393,442,94.3,1,120.7,90.2,13.3,1.7,0,19,57
10:14:39,33.00943897,-117.26422809,3.05999994277954,395,442,94,1,116.5,87,14.3,0.7,0,19,57
10:14:42,33.00934352,-117.26418669,4.07999992370606,396,441.67,94,1,115,88.3,15.3,0.3,0,19,57
10:14:45,33.00922794,-117.26408863,4.30999994277954,397,441.33,94,1,104.7,86,16,0.7,0,19,57
10:14:54,33.00899989,-117.26373499,4.28999996185303,400,440.67,94,1,118.8,100.2,31,5,0,19,57
10:15:00,33.00884257,-117.26354853,5.1100001335144,402,440,94,1,158,134,39.7,6.3,0,19,57
10:15:06,33.00872599,-117.26333529,4.63000011444092,404,439,94,1,174.5,147.8,36.3,8,2.5,19,57
10:15:12,33.00852324,-117.2631401,4.34000015258789,406,438.67,94,1,177.3,151.3,34.7,10.3,2.6,19,58
10:15:18,33.00835875,-117.26294781,3.92000007629395,408,438,94.5,1,163,145,28.3,8.7,2.5,19,58
10:15:26,33.00807563,-117.2627263,4.23999977111816,411,437.33,96.1,1,112.5,103.8,23.3,6.7,0,19,59
10:15:36,33.00788547,-117.26241874,3.78999996185303,414,436.33,98.4,1,113,101.2,23.7,2,0,19,59
10:15:39,33.00780468,-117.26233948,3.63000011444092,415,436,99.1,1,108.8,94,22.3,1.3,0,19,60
10:15:47,33.00764073,-117.26216098,3.88000011444092,418,436,101.2,1,137.7,120,32,7.7,0,19,60
10:15:56,33.00747395,-117.2619048,3.33999991416931,421,435.33,103.3,1,137.8,117.3,21.7,8.3,0,19,60
10:16:08,33.00713229,-117.26158362,3.78999996185303,425,434,105.9,1,110.8,89.2,15.3,6.3,0,19,60
10:16:10,33.00708396,-117.26153396,3.66000008583069,425,434,105.9,1,110.8,89.2,15.3,6.3,0,19,60
10:16:13,33.00700858,-117.26146208,3.48000001907349,426,434,106.4,1,113.2,94.2,17.3,8,0,19,60
10:16:18,33.00690043,-117.26134156,3.23000001907349,428,434,107,1,121.3,110,23,9.3,0,19,60
10:16:27,33.00670657,-117.26111668,3.33999991416931,431,434,107.2,1,118.2,108.5,26.7,5,0,19,60
10:16:29,33.00665268,-117.26105913,3.3199999332428,432,434,107.4,1,117.3,107,26.7,4.7,0,19,60
10:16:37,33.00648477,-117.26086973,3.16000008583069,434,434,107.9,1,122.8,109.5,23.7,6.3,0,19,60
10:16:42,33.00639098,-117.26076321,2.97000002861023,436,434.33,108,1,127.7,114.2,25.3,5.7,0,19,60
10:16:48,33.00628852,-117.26063912,3.17000007629395,438,434.33,108,1,137,118.3,35,3.3,0,19,60
10:16:54,33.00617686,-117.26049986,3.07999992370605,440,434,107.6,1,136.8,114.5,32.7,5.3,0,19,60
10:17:00,33.00605732,-117.26035958,3.22000002861023,442,434,107.1,1,127,103.2,19,7,0,19,60
10:17:03,33.00599683,-117.26028318,3.09999990463257,443,433.67,107,1,122.2,95.8,13.3,5.7,0,19,60
10:17:12,33.00581877,-117.26006769,3.07999992370605,446,433,107.8,1,118.2,92,16.3,3.3,0,19,61
10:17:18,33.00570455,-117.25991409,2.77999997138977,448,433,108,1,132.7,106.7,20.7,3,0,19,61
10:17:24,33.0055854,-117.25977188,3.3199999332428,450,433,108,1,136,110.2,21.7,2.7,0,19,61
10:17:30,33.00544386,-117.25961787,3.24000000953674,452,433.33,107.8,1,128.7,103.3,17,1,0,19,61
10:17:36,33.00529939,-117.2594831,3.32999992370605,454,433.67,107.2,1,135.2,109.2,15.3,0.7,0,19,60
10:17:42,33.0051373,-117.25935881,3.22000002861023,456,434.67,107,1,140.2,116.2,19.3,2.3,0,19,60
10:17:49,33.00494515,-117.25922657,3.39000010490418,458,435.33,107,1,148.8,124.7,23.3,5.3,0,19,60
10:17:57,33.00471832,-117.2590699,3.28999996185303,461,436.67,107,1,186.2,143.3,31,7.3,0,19,60
10:18:02,33.00458968,-117.25898609,3.00999999046326,463,437,107,1,168,131.2,28.7,6.7,2.2,19,60
10:18:12,33.00433506,-117.25881376,3.29999995231628,466,437.67,107,1,132.8,106.8,23.7,4,2.3,19,60
10:18:18,33.00416401,-117.25868831,3.25999999046326,468,438.67,107,1,115.2,89.8,17.7,1.3,0,19,60
10:18:27,33.00389737,-117.2585424,3.64000010490418,471,440,107,1,106.7,92.3,13.7,0.3,0,19,59
10:18:30,33.0037824,-117.25850823,3.04999995231628,472,440.67,107,1,105.8,93.2,13.3,0.7,0,19,59
10:18:39,33.00354826,-117.25841589,2.73000001907349,475,441.67,107,1,98.3,88.3,10.7,3,0,19,59
10:18:44,33.00343056,-117.25837608,2.95000004768372,477,442.33,107,1,114,100.7,16,1.3,0,19,59
10:18:55,33.00313491,-117.25828768,3.0699999332428,480,444.33,107.8,1,117.7,100.7,22,1.3,0,19,59
10:19:00,33.00298994,-117.25825123,3.04999995231628,482,446.33,108.8,1,103.2,89.5,20.3,1.3,0,19,59
10:19:06,33.00282319,-117.25822252,3.05999994277954,484,451.67,110.3,1,99.5,82.8,17,0.7,0,19,59
10:19:13,33.00263008,-117.25820608,3.07999992370605,486,454.33,111.8,1,112,89,13.3,2,0,19,59
10:19:18,33.00249098,-117.25815885,3.19000005722046,488,460.33,112.8,1,119.8,99.5,19,4.3,0,19,59
10:19:27,33.00223757,-117.25810263,2.96000003814697,491,467,112.3,1,123.7,104,23.7,1.7,0,19,59
10:19:33,33.0020739,-117.25808587,3.52999997138977,493,477.33,111.6,1,124.2,100.2,29.7,3.7,0,19,59
10:19:39,33.00188015,-117.2580433,3.59999990463257,495,484.33,110.9,1,121.7,96.3,38,9.7,0,19,59
10:19:42,33.00178029,-117.25802156,3.80999994277954,496,491,110.6,1,118.5,92.8,35.7,11,0,19,59
10:19:45,33.0016761,-117.25801099,3.50999999046326,497,496.67,110.3,1,118,93.7,34,12.3,0,19,59
10:19:48,33.00157702,-117.25801265,3.70000004768372,498,496.67,110.1,1,123.3,99.3,32.7,11.7,0,19,59
10:19:53,33.00141187,-117.25799349,3.76999998092651,500,505,110,1,160.7,136,35.7,5.7,0,19,59
10:20:03,33.00107623,-117.2579384,3.96000003814697,503,509.33,110.1,1,140.2,117.3,32.7,1.7,0,19,59
10:20:09,33.00085484,-117.25787931,3.92000007629395,505,511.67,110.6,1,124.7,105.5,26,0.7,0,19,59
10:20:15,33.00062416,-117.25783309,3.96000003814697,507,511.67,111.5,1,131.8,111,25,0.7,0,19,59
10:20:21,33.00038726,-117.25779471,4.1100001335144,509,510.33,113.1,1,118.8,96.5,22.7,1.7,0,19,59
10:20:31,32.99990011,-117.25773894,5.36999988555908,512,509.67,116,1,143.5,118.2,18.3,1,0,19,60
10:20:36,32.99966232,-117.25768921,5.88000011444092,514,508,118.9,1,163.2,140.5,18.7,1.7,0,19,60
10:20:43,32.99930089,-117.25768902,5.55999994277954,516,507,121.8,1,154,132.5,18.3,3.3,0,19,60
10:20:45,32.99921652,-117.25765615,5.51000022888184,517,505.67,122,1,150.7,126.8,18,3.7,0,19,60
10:20:49,32.99901618,-117.25761245,5.59999990463257,518,504.33,121.3,1,144.8,119,18.3,3.7,0,19,60
